Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value,Gender,Ages
"Korea, Rep.",KOR,2010.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,1.98,male, age 20-24
"Korea, Rep.",KOR,2005.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,1.16,male, age 20-24
"Korea, Rep.",KOR,2000.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,1.52,male, age 20-24
"Korea, Rep.",KOR,1995.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,1.03,male, age 20-24
"Korea, Rep.",KOR,1990.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,0.78,male, age 20-24
"Korea, Rep.",KOR,1985.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,0.66,male, age 20-24
"Korea, Rep.",KOR,1980.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,0.37,male, age 20-24
"Korea, Rep.",KOR,1975.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,0.27,male, age 20-24
"Korea, Rep.",KOR,1970.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",BAR.TER.SCHL.2024,0.25,male, age 20-24
"Korea, Rep.",KOR,2010.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,2.21,female, age 20-24
"Korea, Rep.",KOR,2005.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,1.53,female, age 20-24
"Korea, Rep.",KOR,2000.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,1.62,female, age 20-24
"Korea, Rep.",KOR,1995.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,1.06,female, age 20-24
"Korea, Rep.",KOR,1990.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,0.73,female, age 20-24
"Korea, Rep.",KOR,1985.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,0.54,female, age 20-24
"Korea, Rep.",KOR,1980.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,0.25,female, age 20-24
"Korea, Rep.",KOR,1975.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,0.19,female, age 20-24
"Korea, Rep.",KOR,1970.0,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",BAR.TER.SCHL.2024.FE,0.17,female, age 20-24
